callid,CompanyNo,ServiceStatus,ServiceType,ServiceLevel,Severity,ItemOEM,ItemModel,ItemAssetType
29313,C01872,E,Hardware,T/M,Medium,DELL,M1000e,Storage
29314,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T5500,Workstation
29315,CR01793,E,Hardware,T/M,Medium,HP,RX2620,Server
29315,CR01793,E,Hardware,T/M,Medium,HP,RX2620,Server
29317,C01872,C,Hardware,T/M,Medium,IBM,1722-600,Storage
29318,C01872,C,Hardware,T/M,Medium,DELL,R510,Server
29319,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29320,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29321,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R720,Server
29321,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R720,Server
29322,CR00145-01,E,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29323,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,ML6030K,Storage
29324,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
29324,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
29325,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29326,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29328,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8205-E6B,Server
29328,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8205-E6B,Server
29328,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8205-E6B,Server
29329,C01872,C,Hardware,HW-Premium8Hr,High,DELL,R620,Server
29329,C01872,C,Hardware,HW-Premium8Hr,High,DELL,R620,Server
29330,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,MD1200,Storage
29331,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29332,C01872,C,Hardware,HW-Premium8Hr,Medium,Quantum,LSC6K-BL00-001A,Storage
29333,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29334,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29335,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
29336,CR01617,C,Hardware,HW-Critical,Medium,DELL,R710,Server
29339,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29340,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29341,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29343,CR01743,E,Hardware,T/M,,DELL,R720,Server
29347,CR00944,C,Hardware,HW-Basic ,High,EMC,CX3-20,Storage
29349,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
29350,C01872,E,Hardware,T/M,Medium,HP,B2000,Workstation
29352,CR00145-01,C,Hardware,T/M,Medium,APC,6000RT,UPS
29354,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-52U,Server
29355,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29357,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
29358,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29358,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29359,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
29361,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29362,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29363,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29366,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29366,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29373,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29374,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29374,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29376,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
29377,C00214,C,Hardware,HW-Premium ,Medium,DELL,R710,Server
29378,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
29379,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29379,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29380,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-AC1,Server
29382,C01476,C,Hardware,HW-Premium ,Error,EMC,CX4-240,Storage
29383,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29384,C01872,E,Hardware,T/M,High,DELL,MD1200,Storage
29386,C01872,C,Hardware,T/M,Error,DELL,MD1200,Storage
29390,CR00145,C,Hardware,T/M,Medium,DELL,T3600,Workstation
29391,CR00145-01,C,Hardware,T/M,Medium,HP,DL380 G9,Server
29392,CR00145-01,C,Hardware,T/M,Medium,HP,DL360 G9,Server
29393,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29393,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29393,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29395,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7914-AC1,Server
29395,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7914-AC1,Server
29396,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R720,Server
29396,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R720,Server
29396,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R720,Server
29397,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
29398,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29398,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29398,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29399,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29399,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29399,CR00145-01,C,Hardware,T/M,High,APC,SURT192RMXLBP3U,UPS
29400,C01872,E,Hardware,T/M,Medium,DELL,R720XD,Server
29401,C00163-01,C,Hardware,T/M,Medium,Hitachi,AMS 2100,Storage
29403,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29404,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29408,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29408,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29408,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29410,C00208,C,Hardware,HW-Basic ,Medium,HP,DL180 G6,Server
29411,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29412,C00163-01,C,Hardware,T/M,Medium,DELL,R710,Server
29413,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
29414,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
29415,C01872,C,Hardware,T/M,Medium,IBM,8202-E4D,Server
29417,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8233-E8B,Server
29417,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8233-E8B,Server
29420,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
29421,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
29423,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29425,C01872,E,Hardware,T/M,High,DELL,MD1200,Storage
29426,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29426,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29427,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29428,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-AC1,Server
29428,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-AC1,Server
29431,CR00654,C,Hardware,T/M,Medium,NetApp,FAS2020,Storage
29432,C00510,C,Hardware,HW-Basic ,Medium,HP,5200TN,Printer
29432,C00510,C,Hardware,HW-Basic ,Medium,HP,5200TN,Printer
29433,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29434,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29436,C01872,E,Hardware,T/M,High,DELL,MD1200,Storage
29436,C01872,E,Hardware,T/M,High,DELL,MD1200,Storage
29438,CR01743,C,Hardware,T/M,Medium,DELL,,Server
29439,CR01743,E,Hardware,T/M,,DELL,T5600,Workstation
29440,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
29441,C00214,C,Hardware,HW-Premium ,Medium,DELL,R710,Server
29442,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,TL6000,Storage
29442,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,TL6000,Storage
29443,CR00145,C,Hardware,T/M,Medium,DELL,OP 780,Workstation
29444,CR00145-01,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29445,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29446,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
29447,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
29448,C00163-01,C,Hardware,HW-Premium ,Critical,HP,DL380 G8,Server
29448,C00163-01,C,Hardware,HW-Premium ,Critical,HP,DL380 G8,Server
29448,C00163-01,C,Hardware,HW-Premium ,Critical,HP,DL380 G8,Server
29449,CR01400,C,Hardware,T/M,Medium,HP,DL360e,Server
29450,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29452,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29452,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29454,CR00145-01,C,Hardware,T/M,Critical,Cisco,WS-C3750X-48,Switch
29454,CR00145-01,C,Hardware,T/M,Critical,Cisco,WS-C3750X-48,Switch
29455,C00163-01,C,Hardware,T/M,High,Hitachi,AMS2100,Storage
29455,C00163-01,C,Hardware,T/M,High,Hitachi,AMS2100,Storage
29455,C00163-01,C,Hardware,T/M,High,Hitachi,AMS2100,Storage
29456,CR00145-01,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29457,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29458,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
29458,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
29459,C00163-01,C,Hardware,T/M,Medium,Hitachi,AMS500,Storage
29460,CR00145-01,E,Hardware,T/M,Medium,IBM,1733-HC1,Storage
29461,CR00145,C,Hardware,T/M,Medium,DELL,MD1000,Storage
29461,CR00145,C,Hardware,T/M,Medium,DELL,MD1000,Storage
29462,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29464,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29465,C01872,E,Hardware,T/M,High,DELL,MD1200,Storage
29468,CR01669,C,Hardware,HW-Premium ,High,HP,BL460c G8,Server
29469,CR01400,C,Hardware,T/M,Medium,DELL,R420,Server
29470,CR01400,C,Hardware,T/M,Medium,DELL,R420,Server
29471,C00163-01,C,Hardware,HW-Basic ,Medium,DELL,R710,Server
29472,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R710,Server
29474,C01872,C,Software,T/M,Medium,IBM,7143-AC1,Server
29475,C00163-01,C,Hardware,T/M,Critical,DELL,T420,Server
29476,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29477,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7914-AC1,Server
29477,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7914-AC1,Server
29478,C01841,C,Hardware,HW-Premium ,High,HP,ML370 G5,Server
29479,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29479,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29479,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29480,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29480,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29480,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29480,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-45U,Server
29481,C01872,C,Hardware,HW-Premium8Hr,High,IBM,8233-E8B,Server
29484,CR01669,C,Hardware,HW-Premium ,High,HP,DL380 G5,Server
29485,CR01669,C,Hardware,HW-Premium ,High,HP,P2000,Storage
29486,CR00145-01,C,Hardware,T/M,Critical,Cisco,3750X,Switch
29486,CR00145-01,C,Hardware,T/M,Critical,Cisco,3750X,Switch
29487,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7944-D2U,Server
29488,C00163-01,C,Hardware,HW-Basic ,Medium,DELL,MD3200,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29489,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7377-AC1,Storage
29490,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,8670-L1X,Server
29491,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,8670-L1X,Server
29492,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,8670-L1X,Server
29493,CR00145,C,Hardware,T/M,Medium,DELL,R710,Server
29494,CR00654,C,Hardware,HW-OS-Premium,Medium,IBM,3584-L53,Storage
29494,CR00654,C,Hardware,HW-OS-Premium,Medium,IBM,3584-L53,Storage
29495,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29496,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
29497,CR01743,C,Hardware,T/M,Medium,DELL,R420,Server
29498,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29499,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-B4U,Server
29500,CR00654,C,Hardware,HW-Third Business Day,Medium,HP,DL380 G7,Server
29501,CR01753,C,Hardware,HW-Premium ,Medium,DELL,MD3200i,Storage
29502,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29503,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29504,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7915-B2U,Server
29505,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
29506,CR00145-01,E,Hardware,T/M,IMAC,F5,,Network Device
29507,C00510,C,Hardware,HW-Basic ,High,DELL,P690,Workstation
29507,C00510,C,Hardware,HW-Basic ,High,DELL,P690,Workstation
29507,C00510,C,Hardware,HW-Basic ,High,DELL,P690,Workstation
29508,CR00145-01,C,Hardware,T/M,Medium,APC,SURTA3000RMXL3U,UPS
29508,CR00145-01,C,Hardware,T/M,Medium,APC,SURTA3000RMXL3U,UPS
29509,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-52U,Server
29510,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
29511,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
29512,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29513,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R710,Server
29513,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,R710,Server
29514,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29514,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29515,C01872,C,Hardware,HW-Premium8Hr,High,IBM,7979-51U,Server
29516,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29517,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29518,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29518,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29519,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500,Storage
29519,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500,Storage
29520,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29521,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,9111-520,Server
29521,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,9111-520,Server
29522,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29523,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
29525,CR01400,C,Hardware,T/M,Medium,HP,DL360E G8,Server
29526,C01872,E,Hardware,T/M,Medium,DELL,R620,Server
29526,C01872,E,Hardware,T/M,Medium,DELL,R620,Server
29527,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29528,CR01400,C,Hardware,T/M,Medium,DELL,PE 2900,Server
29528,CR01400,C,Hardware,T/M,Medium,DELL,PE 2900,Server
29529,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29530,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29531,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29532,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29533,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29534,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29535,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,8837-41U,Server
29536,CR00145,C,Hardware,T/M,Medium,DELL,T3600,Workstation
29537,C01872,E,Hardware,HW-Premium8Hr,Medium,DELL,R710,Server
29539,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29539,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29539,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
29543,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29544,CR00145-01,C,Hardware,T/M,Medium,IBM,1733-HC1,Storage
29544,CR00145-01,C,Hardware,T/M,Medium,IBM,1733-HC1,Storage
29544,CR00145-01,C,Hardware,T/M,Medium,IBM,1733-HC1,Storage
29544,CR00145-01,C,Hardware,T/M,Medium,IBM,1733-HC1,Storage
29545,C00163-01,C,Hardware,T/M,High,DELL,TL4000,Storage
29545,C00163-01,C,Hardware,T/M,High,DELL,TL4000,Storage
29546,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29548,C01872,C,Hardware,T/M,Medium,DELL,R710,Server
29548,C01872,C,Hardware,T/M,Medium,DELL,R710,Server
29549,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,9131-52A,Server
29549,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,9131-52A,Server
29550,C01872,E,Hardware,T/M,Medium,IBM,9116-561,Server
29551,CR01743,C,Hardware,T/M,Medium,DELL,R730,Server
29552,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
29553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29554,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29554,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29554,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29554,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8676-L1X,Server
29555,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
29556,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29557,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29559,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,8837-41U,Server
29561,C00510,C,Hardware,HW-Basic ,Error,DELL,P670,Workstation
29561,C00510,C,Hardware,HW-Basic ,Error,DELL,P670,Workstation
29561,C00510,C,Hardware,HW-Basic ,Error,DELL,P670,Workstation
29561,C00510,C,Hardware,HW-Basic ,Error,DELL,P670,Workstation
29561,C00510,C,Hardware,HW-Basic ,Error,DELL,P670,Workstation
29562,C01872,C,Hardware,HW-Premium8Hr,High,DELL,MD1200,Storage
29563,C01872,C,Hardware,HW-Premium8Hr,Medium,HP,DL380 G5,Server
29564,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,MD1200,Storage
29565,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29565,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29566,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29567,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
29568,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29569,C01872,C,Hardware,T/M,Medium,DELL,R710,Server
29570,CR00654,C,Hardware,HW-Premium ,High,DELL,PE 2950,Server
29571,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
29572,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29572,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29573,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29574,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
29575,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8685-BRX,Server
29575,C01872,C,Hardware,HW-Premium8Hr,Medium,IBM,8685-BRX,Server
29576,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-D2U,Server
29577,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-AC1,Server
29577,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-AC1,Server
29578,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29580,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
29581,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380,Server
29582,C01872,C,Hardware,T/M,Medium,HP,ML6000,Storage
29583,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
29584,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
29586,C01189,C,Hardware,HW-Basic ,Medium,DELL,R720,Server
29586,C01189,C,Hardware,HW-Basic ,Medium,DELL,R720,Server
29586,C01189,C,Hardware,HW-Basic ,Medium,DELL,R720,Server
29587,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29587,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29588,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
29589,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
29590,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29592,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
29593,C01872,C,Hardware,T/M,Medium,IBM,8233-E8B,Server
29594,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-D2U,Server
29595,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-212,Storage
29596,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2U,Server
29596,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2U,Server
29597,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2072-LEV,Storage
29601,CR00654,C,Hardware,HW-Premium ,Medium,DELL,PE 2900,Server
29602,CR00654,C,Hardware,HW-Basic ,Medium,HP,ML350p G8,Server
29603,CR00145-01,C,Hardware,T/M,Medium,APC,AP9215RM,UPS
29615,C01872,E,Hardware,HW-Premium8Hr,Medium,DELL,SC8000,Storage
29617,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29617,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29618,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
29619,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
29620,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29621,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
29622,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500,Storage
29624,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29626,C01872,C,Hardware,T/M,Medium,DELL,MD1200,Storage
29627,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29627,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29629,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29629,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29632,CR00654,C,Hardware,T/M,Medium,SUN,T200,Server
29633,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
29633,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
29634,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Server
29635,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29636,C00317,C,Hardware,HW-Enhanced,Medium,SUN,Sparc2,Workstation
29636,C00317,C,Hardware,HW-Enhanced,Medium,SUN,Sparc2,Workstation
29637,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
29637,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
29638,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
29638,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
29641,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29642,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
29644,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Server
29647,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
29648,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12C,Server
29648,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12C,Server
29648,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12C,Server
